row_id,Prediction,Actual,Prediction
147,0.111904054,0,1
148,0.049336447,0,0
149,0.036737468,0,0
150,0.044295886,0,0
151,0.061854264,0,0
152,0.102768492,0,1
153,0.063187861,0,0
154,0.105436068,0,1
155,0.096991121,0,1
156,0.040745213,0,0
157,0.069604056,0,0
158,0.071873462,0,0
159,0.0772101,1,1
160,0.102080494,0,1
161,0.082940377,0,1
162,0.072407033,0,0
163,0.099238394,0,1
164,0.04590869,0,0
165,0.080108297,0,1
166,0.033944295,0,0
167,0.02878561,0,0
168,0.044102959,0,0
169,0.03048228,0,0
170,0.064932859,0,0
171,0.145043155,1,1
172,0.059771575,0,0
173,0.045746375,0,0
174,0.026517159,0,0
175,0.177285408,0,1
176,0.037617014,1,0
177,0.06356633,1,0
178,0.050154213,0,0
179,0.065125504,0,0
180,0.038952084,0,0
181,0.03866522,0,0
182,0.02309516,0,0
183,0.053063616,0,0
184,0.05638297,0,0
185,0.034519792,0,0
186,0.029789145,0,0
187,0.032186179,0,0
188,0.066930679,0,0
189,0.054576416,0,0
190,0.194079431,1,1
191,0.066740993,0,0
192,0.048472699,0,0
193,0.108068886,0,1
194,0.058143814,0,0
195,0.067754454,0,0
196,0.036534629,0,0
197,0.10024595,0,1
198,0.061981891,0,0
199,0.033078711,0,0
200,0.090516202,0,1
201,0.044591284,0,0
202,0.052328363,0,0
203,0.033533761,0,0
204,0.065772627,0,0
205,0.037276642,0,0
206,0.095956097,1,1
207,0.086340224,0,1
208,0.070678464,0,0
209,0.064708327,0,0
210,0.036986224,0,0
211,0.092905977,0,1
212,0.03898064,0,0
213,0.040517012,0,0
214,0.043095497,0,0
215,0.065325652,0,0
216,0.049209575,0,0
217,0.19410022,1,1
218,0.034537985,0,0
219,0.042714009,0,0
220,0.088135108,0,1
221,0.045419464,0,0
222,0.074430862,1,1
223,0.103263656,0,1
224,0.089391701,0,1
225,0.230195038,0,1
226,0.094120663,0,1
227,0.097685651,0,1
228,0.111941478,0,1
229,0.030928688,0,0
230,0.051253597,0,0
231,0.067630966,0,0
232,0.045583506,0,0
233,0.068874102,0,0
234,0.056257403,0,0
235,0.043906996,0,0
236,0.078093092,1,1
237,0.042925845,0,0
238,0.038235834,0,0
239,0.030058798,0,0
240,0.064472691,0,0
241,0.051127988,0,0
242,0.04360885,0,0
243,0.085442377,0,1
244,0.055539148,0,0
245,0.052644857,0,0
246,0.074815293,0,1
247,0.045044457,0,0
248,0.089384729,0,1
249,0.046183159,0,0
250,0.049208052,0,0
251,0.094352109,0,1
252,0.099959104,0,1
253,0.044834129,0,0
254,0.082562861,0,1
255,0.030374631,0,0
256,0.043453292,0,0
257,0.037220377,0,0
258,0.047613236,0,0
259,0.07132088,0,0
260,0.045253187,0,0
261,0.042354428,0,0
262,0.041303034,0,0
263,0.051892726,0,0
264,0.078675843,0,1
265,0.05156128,0,0
266,0.063560514,0,0
267,0.041552822,0,0
268,0.054987782,0,0
269,0.079858796,0,1
270,0.049503748,0,0
271,0.045634671,1,0
272,0.063260737,0,0
273,0.118254189,0,1
274,0.073759793,0,1
275,0.071270258,0,0
276,0.066797129,0,0
277,0.053322083,0,0
278,0.04927599,0,0
279,0.045443454,0,0
280,0.048516434,0,0
281,0.037179386,0,0
282,0.045000777,0,0
283,0.031249147,0,0
284,0.034326491,0,0
285,0.066951849,0,0
286,0.056904112,1,0
287,0.058557587,0,0
288,0.115058204,0,1
289,0.037725304,0,0
290,0.036303122,0,0
291,0.022887186,1,0
292,0.048932537,0,0
293,0.042969717,1,0
294,0.054917682,0,0
295,0.048827183,0,0
296,0.081749515,0,1
297,0.043857408,0,0
298,0.077878858,0,1
299,0.050798827,0,0
300,0.062622991,0,0
301,0.05886426,1,0
302,0.055270571,0,0
303,0.045385538,0,0
304,0.110986469,0,1
305,0.046375801,0,0
306,0.052892198,0,0
307,0.038780395,0,0
308,0.062821715,0,0
309,0.057192005,1,0
310,0.055232265,0,0
311,0.052736973,0,0
312,0.051935423,0,0
313,0.060116747,0,0
314,0.063761888,0,0
315,0.122403031,0,1
316,0.091343308,0,1
317,0.090826177,0,1
318,0.035957475,0,0
319,0.029300551,0,0
320,0.03325191,1,0
321,0.025235227,0,0
322,0.053236752,0,0
323,0.032450282,0,0
324,0.044487821,0,0
325,0.061069315,0,0
326,0.037190085,0,0
327,0.033992533,0,0
328,0.068581759,0,0
329,0.053141417,0,0
330,0.138144051,0,1
331,0.037776239,0,0
332,0.054371026,0,0
333,0.044333571,0,0
334,0.079983671,1,1
335,0.035723959,0,0
336,0.049871548,0,0
337,0.035124142,0,0
338,0.056599892,0,0
339,0.069174292,0,0
340,0.039315651,0,0
341,0.040242576,0,0
342,0.032597112,0,0
343,0.064744044,0,0
344,0.069266457,1,0
345,0.036529471,0,0
346,0.07504334,0,1
347,0.112734941,0,1
348,0.126579258,0,1
349,0.05288752,0,0
350,0.079383911,0,1
351,0.029418293,0,0
352,0.031806734,0,0
353,0.056821478,0,0
354,0.059075872,0,0
355,0.034761896,0,0
356,0.043142948,0,0
357,0.051859306,0,0
358,0.050776409,0,0
359,0.086732326,0,1
360,0.046175484,0,0
361,0.055422356,0,0
362,0.064443818,0,0
363,0.046165372,0,0
364,0.056340503,0,0
365,0.182699732,0,1
366,0.047349783,0,0
367,0.066204216,0,0
368,0.057884737,0,0
369,0.094706678,0,1
370,0.069974931,0,0
371,0.045139775,0,0
372,0.076603277,0,1
373,0.066485261,0,0
374,0.123410957,1,1
375,0.09447428,0,1
376,0.03437408,0,0
377,0.068403113,0,0
378,0.045595066,0,0
379,0.030718676,0,0
380,0.062619142,0,0
381,0.031312621,0,0
382,0.038293852,0,0
383,0.050705401,0,0
384,0.055683675,0,0
385,0.044942247,0,0
386,0.063229987,0,0
387,0.059481886,0,0
388,0.040310203,0,0
389,0.037467701,0,0
390,0.043114519,0,0
391,0.052013657,0,0
392,0.057948714,0,0
393,0.06555389,0,0
394,0.071888893,0,0
395,0.045818259,0,0
396,0.040289477,0,0
397,0.064062033,0,0
398,0.049121185,0,0
399,0.10557133,1,1
400,0.046255876,0,0
401,0.029120871,0,0
402,0.058646182,0,0
403,0.050665266,0,0
404,0.05459653,0,0
405,0.047324541,0,0
406,0.055028649,0,0
407,0.06495131,0,0
408,0.06885127,0,0
409,0.035799766,0,0
410,0.028457015,0,0
411,0.050458831,0,0
412,0.080776248,0,1
413,0.037541474,0,0
414,0.062396176,0,0
415,0.035882538,0,0
416,0.062314454,0,0
417,0.041112024,0,0
418,0.05144326,0,0
419,0.046140379,0,0
420,0.070141125,0,0
421,0.076428767,0,1
422,0.068486628,0,0
423,0.083967201,0,1
424,0.050672267,0,0
425,0.041881997,0,0
426,0.076476633,0,1
427,0.072295189,0,0
428,0.056435723,0,0
429,0.033391011,0,0
430,0.034521596,0,0
431,0.045511491,0,0
432,0.046521029,0,0
433,0.039731064,0,0
434,0.046682141,0,0
435,0.033512597,0,0
436,0.064725352,0,0
437,0.025955741,0,0
438,0.048147532,0,0
439,0.044473693,0,0
440,0.036272724,0,0
441,0.04910923,0,0
442,0.055346443,0,0
443,0.037458743,0,0
444,0.052158272,0,0
445,0.043156491,0,0
446,0.061103909,0,0
447,0.07346138,0,1
448,0.084940015,0,1
449,0.041456469,0,0
450,0.041859531,0,0
451,0.036988111,0,0
452,0.051958403,0,0
453,0.072326294,0,0
454,0.028504634,0,0
455,0.128265937,0,1
456,0.073619478,1,1
457,0.06039354,0,0
458,0.043375809,0,0
459,0.041957205,0,0
460,0.080561703,0,1
461,0.114919689,0,1
462,0.05578714,0,0
463,0.032971147,0,0
464,0.044546155,0,0
465,0.075468927,0,1
466,0.055425156,0,0
467,0.146668955,0,1
468,0.045467155,0,0
469,0.05741384,0,0
470,0.064360526,0,0
471,0.038149702,0,0
472,0.336554163,0,1
473,0.028360297,0,0
474,0.050845179,0,0
475,0.031479044,0,0
476,0.03922564,0,0
477,0.037295519,0,0
478,0.054342001,0,0
479,0.067172366,0,0
480,0.062885971,0,0
481,0.06899307,0,0
482,0.037322078,0,0
483,0.039329309,0,0
484,0.034384701,0,0
485,0.046543219,0,0
486,0.039130387,0,0
487,0.072062298,0,0
488,0.07295876,0,0
489,0.067154702,0,0
490,0.073842394,1,1
491,0.066997222,0,0
492,0.069189085,0,0
493,0.037520758,0,0
494,0.053912518,0,0
495,0.087863163,0,1
496,0.080379802,0,1
497,0.069891678,0,0
498,0.057841997,0,0
499,0.046275067,0,0
500,0.031644799,0,0
501,0.055511443,0,0
502,0.065825242,0,0
503,0.065525916,0,0
504,0.043501606,0,0
505,0.04635034,0,0
506,0.13521416,0,1
507,0.033355524,0,0
508,0.043642899,0,0
509,0.026946351,0,0
510,0.060013275,0,0
511,0.072444569,0,0
512,0.070997953,0,0
513,0.044307287,0,0
514,0.061710607,0,0
515,0.058983999,0,0
516,0.097062073,0,1
517,0.030581106,0,0
518,0.029077297,0,0
519,0.035343506,0,0
520,0.060248481,0,0
521,0.042840127,0,0
522,0.033720915,0,0
523,0.076713543,0,1
524,0.03890232,0,0
525,0.031420023,0,0
526,0.071270739,0,0
527,0.053120355,0,0
528,0.138099359,1,1
529,0.047382498,1,0
530,0.059104523,0,0
531,0.026284709,0,0
532,0.034278717,0,0
533,0.040123295,0,0
534,0.11196483,0,1
535,0.056646423,0,0
536,0.090084841,0,1
537,0.078076363,0,1
538,0.048809252,0,0
539,0.031469085,0,0
540,0.031858218,0,0
541,0.043929244,0,0
542,0.023791473,0,0
543,0.028263548,0,0
544,0.053564183,0,0
545,0.051258876,0,0
546,0.055100105,0,0
547,0.060125977,0,0
548,0.041328853,0,0
549,0.043434153,0,0
550,0.039741109,0,0
551,0.050468974,0,0
552,0.039440447,0,0
553,0.074629727,0,1
554,0.05796687,0,0
555,0.053853729,0,0
556,0.054695475,0,0
557,0.047477129,0,0
558,0.046083759,0,0
559,0.069451441,0,0
560,0.054435697,0,0
561,0.050260546,0,0
562,0.03620223,0,0
563,0.055439295,0,0
564,0.058294127,0,0
565,0.050172901,0,0
566,0.065714262,0,0
567,0.059196953,0,0
568,0.055669351,0,0
569,0.070437755,0,0
570,0.064590657,0,0
571,0.05391233,0,0
572,0.065245568,0,0
573,0.112549447,1,1
574,0.091557198,0,1
575,0.175676002,1,1
576,0.117379395,0,1
577,0.042518139,0,0
578,0.039434556,0,0
579,0.02416959,0,0
580,0.062862845,0,0
581,0.049197152,0,0
582,0.049115367,0,0
583,0.037548219,0,0
584,0.065141469,0,0
585,0.041937224,0,0
586,0.054601077,0,0
587,0.039556008,0,0
588,0.061833359,0,0
589,0.040513847,0,0
590,0.04757659,0,0
591,0.040315579,0,0
592,0.042747553,0,0
593,0.032874239,0,0
594,0.030213134,0,0
595,0.055713254,0,0
596,0.031395493,0,0
597,0.055199415,0,0
598,0.036051117,0,0
599,0.031023802,0,0
600,0.042103171,0,0
601,0.040356371,0,0
602,0.038611245,0,0
603,0.076461618,0,1
604,0.069326205,0,0
605,0.039526865,0,0
606,0.040564467,0,0
607,0.048497572,0,0
608,0.046014249,0,0
609,0.103507847,0,1
610,0.034805033,0,0
611,0.028995171,0,0
612,0.061138875,0,0
613,0.039898109,0,0
614,0.040070396,0,0
615,0.114442187,0,1
616,0.048658831,0,0
617,0.067620562,0,0
618,0.038771236,0,0
619,0.028406703,0,0
620,0.059599973,0,0
621,0.061289935,0,0
622,0.043345778,0,0
623,0.033242631,0,0
624,0.032919758,0,0
625,0.049184325,0,0
626,0.049992012,0,0
627,0.054369782,0,0
628,0.06577896,0,0
629,0.038230096,0,0
630,0.052988821,0,0
631,0.041378528,0,0
632,0.044453688,0,0
633,0.043235827,0,0
634,0.048179137,0,0
635,0.185230544,1,1
636,0.069960423,0,0
637,0.120486577,0,1
638,0.080125968,1,1
639,0.068154247,0,0
640,0.093324835,0,1
641,0.091996703,1,1
642,0.075869032,0,1
643,0.069493781,0,0
644,0.126096772,1,1
645,0.049018932,0,0
646,0.023819664,0,0
647,0.055532307,0,0
648,0.023248058,0,0
649,0.035985156,0,0
650,0.05376645,0,0
651,0.056753169,0,0
652,0.051754551,0,0
653,0.046602922,0,0
654,0.040598221,0,0
655,0.069496083,0,0
656,0.037145964,0,0
657,0.099321926,0,1
658,0.04196835,0,0
659,0.067439887,0,0
660,0.197110327,0,1
661,0.036392166,0,0
662,0.052204861,0,0
663,0.067697073,0,0
664,0.047970659,0,0
665,0.041272529,0,0
666,0.044414479,0,0
667,0.040134957,0,0
668,0.041523116,0,0
669,0.038397646,0,0
670,0.045155141,0,0
671,0.042204353,0,0
672,0.034748902,0,0
673,0.031243998,0,0
674,0.054216244,0,0
675,0.035038416,0,0
676,0.061555833,0,0
677,0.040617418,0,0
678,0.060519425,0,0
679,0.046292713,0,0
680,0.038970852,0,0
681,0.036775916,0,0
682,0.049885837,0,0
683,0.059300676,0,0
684,0.04548781,0,0
685,0.072479424,0,0
686,0.028640533,0,0
687,0.04178572,0,0
688,0.033708526,0,0
689,0.03389364,0,0
690,0.04460777,0,0
691,0.036845327,0,0
692,0.026931835,0,0
693,0.049097272,0,0
694,0.028645675,0,0
695,0.052501389,0,0
696,0.050620013,0,0
697,0.055202736,0,0
698,0.032333709,0,0
699,0.03540922,0,0
700,0.050202862,0,0
701,0.056805963,0,0
702,0.036258519,0,0
703,0.044781177,0,0
704,0.049821598,0,0
705,0.038422625,0,0
706,0.026998075,0,0
707,0.024369273,0,0
708,0.046655621,0,0
709,0.057612896,0,0
710,0.044735422,0,0
711,0.037951274,0,0
712,0.049597448,0,0
713,0.045083173,0,0
714,0.060994785,0,0
715,0.048961333,0,0
716,0.037632332,0,0
717,0.03419343,0,0
718,0.032504371,0,0
719,0.050044236,0,0
720,0.032816138,0,0
721,0.062194183,0,0
722,0.057297404,0,0
723,0.029092315,0,0
724,0.054308225,0,0
725,0.040455741,0,0
726,0.025926265,0,0
727,0.040377549,0,0
728,0.053276119,0,0
729,0.059207757,0,0
730,0.037176591,0,0
731,0.03237208,0,0
732,0.050203144,0,0
733,0.037132541,0,0
734,0.04330388,0,0
735,0.031839714,0,0
736,0.048432842,0,0
737,0.033120512,0,0
738,0.047651769,0,0
739,0.049116119,0,0
740,0.035697276,0,0
741,0.051865605,0,0
742,0.064541173,0,0
743,0.043966282,0,0
744,0.04810332,0,0
745,0.056097769,0,0
746,0.050318725,0,0
747,0.046691603,0,0
748,0.089853206,0,1
749,0.045252035,0,0
750,0.072711015,0,0
751,0.040055055,0,0
752,0.056310302,0,0
753,0.055551932,0,0
754,0.035943135,0,0
755,0.069783696,0,0
756,0.043642925,0,0
757,0.033521347,0,0
758,0.036234688,0,0
759,0.046944708,0,0
760,0.043866453,0,0
761,0.048535622,0,0
762,0.033882943,0,0
763,0.034205376,0,0
764,0.042495501,0,0
765,0.048109082,0,0
766,0.039891043,0,0
767,0.033561313,0,0
768,0.042068543,0,0
769,0.045225195,1,0
770,0.036400386,0,0
771,0.043445318,0,0
772,0.05761692,0,0
773,0.052892621,0,0
774,0.043135558,0,0
775,0.04554418,0,0
776,0.042315476,0,0
777,0.038668043,0,0
778,0.061089067,0,0
779,0.035811469,0,0
780,0.031809248,0,0
781,0.044194618,0,0
782,0.041419395,1,0
783,0.062941607,0,0
784,0.085780215,0,1
785,0.059670732,0,0
786,0.038149613,0,0
787,0.043733186,0,0
788,0.059485832,1,0
789,0.046742041,0,0
790,0.037025526,0,0
791,0.035103701,0,0
792,0.037269793,0,0
793,0.075973328,0,1
794,0.042323221,0,0
795,0.058586119,0,0
796,0.050193108,0,0
797,0.041749837,0,0
798,0.063206489,0,0
799,0.050585888,0,0
800,0.062234217,0,0
801,0.06340153,0,0
802,0.037238642,0,0
803,0.081410275,0,1
804,0.058899628,0,0
805,0.047758147,0,0
806,0.046478304,0,0
807,0.040434002,0,0
808,0.046561744,0,0
809,0.054663017,0,0
810,0.050833099,0,0
811,0.03626747,0,0
812,0.032460993,0,0
813,0.038187717,0,0
814,0.095713357,0,1
815,0.079755941,0,1
816,0.037783112,0,0
817,0.056456881,0,0
818,0.033240592,0,0
819,0.040380478,0,0
820,0.035066159,0,0
821,0.0591228,1,0
822,0.051328116,0,0
823,0.038276707,0,0
824,0.070421529,0,0
825,0.049919791,0,0
826,0.049063389,0,0
827,0.052067093,0,0
828,0.049791608,0,0
829,0.045758648,0,0
830,0.052138968,1,0
831,0.09520514,0,1
832,0.049254999,0,0
833,0.05302446,0,0
834,0.067004883,0,0
835,0.048434179,0,0
836,0.054490403,0,0
837,0.049562775,0,0
838,0.045111205,0,0
839,0.051687305,0,0
840,0.052554895,0,0
841,0.054449792,0,0
842,0.046302409,0,0
843,0.052508616,0,0
844,0.05952834,0,0
845,0.052159163,0,0
846,0.054202849,0,0
847,0.056095426,0,0
848,0.078035153,0,1
849,0.075918493,0,1
850,0.045954653,0,0
851,0.062365725,0,0
852,0.067787767,1,0
853,0.05353277,0,0
854,0.060941697,0,0
855,0.204300903,0,1
856,0.106231179,0,1
857,0.077149872,1,1
858,0.172207738,1,1
859,0.07008864,0,0
860,0.082128994,0,1
861,0.067260681,0,0
862,0.058794045,0,0
863,0.061505101,0,0
864,0.076529811,0,1
865,0.088416003,1,1
866,0.08553428,0,1
867,0.068671995,0,0
868,0.066779,0,0
869,0.064926223,1,0
870,0.059293018,0,0
871,0.091152304,0,1
872,0.065441832,0,0
873,0.092392295,0,1
874,0.171808452,0,1
875,0.061005122,0,0
876,0.072388961,0,0
877,0.061561929,0,0
878,0.060648784,0,0
879,0.06930592,0,0
880,0.057957104,0,0
881,0.076477888,0,1
882,0.066660126,0,0
883,0.084026092,0,1
884,0.094744547,0,1
885,0.092483592,0,1
886,0.079035494,0,1
887,0.078378959,0,1
888,0.090312632,0,1
889,0.118829047,0,1
890,0.071074564,0,0
891,0.066792961,0,0
892,0.078019666,0,1
893,0.069690928,0,0
894,0.043669386,0,0
895,0.063449366,0,0
896,0.050475997,0,0
897,0.032927431,0,0
898,0.087614832,1,1
899,0.048891574,0,0
900,0.035317264,1,0
901,0.040823907,0,0
902,0.036336032,0,0
903,0.031996518,0,0
904,0.03739473,0,0
905,0.042961916,0,0
906,0.040215518,0,0
907,0.028703305,0,0
908,0.039583764,0,0
909,0.078024171,0,1
910,0.051933892,0,0
911,0.055978241,0,0
912,0.024186674,0,0
913,0.054764779,0,0
914,0.059618633,0,0
915,0.02545815,0,0
916,0.023744519,0,0
917,0.03557281,0,0
918,0.03426317,0,0
919,0.031254623,0,0
920,0.033645951,0,0
921,0.042233524,0,0
922,0.04230017,0,0
923,0.043294213,0,0
924,0.042436391,0,0
925,0.05500364,0,0
926,0.033028036,0,0
927,0.032631571,0,0
928,0.028466363,0,0
929,0.036973893,0,0
930,0.033610294,0,0
931,0.04034145,0,0
932,0.038595487,0,0
933,0.036816142,0,0
934,0.0622072,0,0
935,0.04161894,0,0
936,0.035545354,0,0
937,0.028825824,0,0
938,0.037913159,0,0
939,0.057661537,0,0
940,0.030490749,0,0
941,0.048754321,0,0
942,0.029500183,0,0
943,0.038911023,0,0
944,0.051054276,0,0
945,0.056352965,0,0
946,0.033623768,0,0
947,0.056746633,0,0
948,0.027921557,0,0
949,0.052983018,0,0
950,0.084144599,0,1
951,0.035785726,0,0
952,0.030069742,0,0
953,0.038057131,0,0
954,0.032353535,0,0
955,0.044986304,0,0
956,0.074547512,0,1
957,0.054363596,0,0
958,0.041315193,0,0
959,0.030553146,0,0
960,0.048701534,0,0
961,0.049850729,0,0
962,0.033263587,0,0
963,0.058382307,0,0
964,0.027292689,0,0
965,0.046808554,0,0
966,0.032611786,0,0
967,0.041080849,0,0
968,0.042987775,0,0
969,0.049442252,0,0
970,0.030317408,0,0
971,0.066507925,0,0
972,0.042044792,0,0
973,0.054612248,0,0
974,0.039922752,0,0
975,0.04055514,0,0
976,0.034190181,0,0
977,0.059085773,0,0
978,0.029658116,0,0
979,0.035505099,0,0
980,0.033185943,0,0
981,0.045314835,0,0
982,0.040669085,0,0
983,0.039066125,0,0
984,0.025297525,0,0
985,0.062846605,0,0
986,0.061055306,1,0
987,0.028253592,0,0
988,0.040468336,0,0
989,0.047920983,0,0
990,0.05018669,0,0
991,0.06722244,1,0
992,0.054339949,0,0
993,0.044949161,0,0
994,0.037585218,0,0
995,0.039003591,0,0
996,0.0265133,1,0
997,0.051806721,0,0
998,0.053243834,0,0
999,0.02656904,0,0
1000,0.037028264,0,0
1001,0.069899682,0,0
1002,0.038565396,0,0
1003,0.022667047,0,0
1004,0.065555396,0,0
1005,0.148921693,0,1
1006,0.051751923,0,0
1007,0.043481937,0,0
1008,0.032784737,0,0
1009,0.071747832,0,0
1010,0.056555634,0,0
1011,0.033743658,0,0
1012,0.040267242,0,0
1013,0.110937651,0,1
1014,0.038673976,0,0
1015,0.047079825,0,0
1016,0.024480309,0,0
1017,0.028408454,0,0
1018,0.034304791,0,0
1019,0.042050773,1,0
1020,0.057273838,0,0
1021,0.042405984,0,0
1022,0.029688575,0,0
1023,0.031547092,0,0
1024,0.035670351,0,0
1025,0.035979205,0,0
1026,0.062808125,0,0
1027,0.069037695,0,0
1028,0.032460114,0,0
1029,0.076847307,0,1
1030,0.035856783,0,0
1031,0.048728834,0,0
1032,0.044727151,0,0
1033,0.041446194,0,0
1034,0.073445784,0,1
1035,0.04120508,0,0
1036,0.050060594,0,0
1037,0.048265492,0,0
1038,0.045750631,0,0
1039,0.051277642,0,0
1040,0.059182019,0,0
1041,0.085253508,1,1
1042,0.086196084,0,1
1043,0.032905382,0,0
1044,0.05321114,0,0
1045,0.037426187,0,0
1046,0.064449696,0,0
1047,0.072906884,0,0
1048,0.050306663,0,0
1049,0.02512512,0,0
1050,0.034942119,0,0
1051,0.048817192,0,0
1052,0.054736041,0,0
1053,0.039062209,0,0
1054,0.032899589,1,0
1055,0.048217612,0,0
1056,0.029187242,0,0
1057,0.076727438,0,1
1058,0.033711581,0,0
1059,0.039872569,0,0
1060,0.039409336,0,0
1061,0.0390496,0,0
1062,0.051960404,0,0
1063,0.030319649,0,0
1064,0.030395788,0,0
1065,0.039010928,0,0
1066,0.038409014,0,0
1067,0.027468739,0,0
1068,0.053604768,0,0
1069,0.040479366,0,0
1070,0.038615917,0,0
1071,0.052195545,0,0
1072,0.036401723,0,0
1073,0.063339348,0,0
1074,0.032304665,0,0
1075,0.0327646,0,0
1076,0.036400003,0,0
1077,0.107008715,0,1
1078,0.032578325,0,0
1079,0.034986597,0,0
1080,0.034401404,0,0
1081,0.029379677,0,0
1082,0.040916956,0,0
1083,0.038892489,0,0
1084,0.058166819,0,0
1085,0.029077375,0,0
1086,0.057014,0,0
1087,0.035375664,0,0
1088,0.036541509,0,0
1089,0.025919632,0,0
1090,0.041647158,0,0
1091,0.045411621,0,0
1092,0.053239013,0,0
1093,0.040212934,0,0
1094,0.035539915,0,0
1095,0.06796407,0,0
1096,0.081029372,0,1
1097,0.040420871,0,0
1098,0.054781355,0,0
1099,0.031946767,0,0
1100,0.06804036,0,0
1101,0.036093526,0,0
1102,0.065227681,1,0
1103,0.056822907,0,0
1104,0.054430539,0,0
1105,0.035683512,0,0
1106,0.050480277,0,0
1107,0.037740975,0,0
1108,0.074814016,0,1
1109,0.047584027,0,0
1110,0.033400138,0,0
1111,0.038470948,0,0
1112,0.025407829,0,0
1113,0.024282365,0,0
1114,0.040249421,0,0
1115,0.038217233,0,0
1116,0.049556525,0,0
1117,0.056618493,0,0
1118,0.055835498,0,0
1119,0.035131313,0,0
1120,0.055373635,0,0
1121,0.058084309,0,0
1122,0.037420492,0,0
1123,0.03652523,0,0
1124,0.036050205,0,0
1125,0.040427502,0,0
1126,0.037318125,0,0
1127,0.037940436,0,0
1128,0.061048628,0,0
1129,0.031776131,0,0
1130,0.037481139,0,0
1131,0.063372611,0,0
1132,0.057120186,0,0
1133,0.065131341,0,0
1134,0.028356854,0,0
1135,0.059987735,0,0
1136,0.03023046,0,0
1137,0.033700575,0,0
1138,0.030272894,0,0
1139,0.053389622,0,0
1140,0.049397311,0,0
1141,0.04411981,0,0
1142,0.054588252,0,0
1143,0.08191065,0,1
1144,0.044196199,0,0
1145,0.048318517,0,0
1146,0.049591769,0,0
1147,0.030416144,0,0
1148,0.033853951,0,0
1149,0.04180295,0,0
1150,0.05029375,0,0
